website,full_name,full_bio,age,hometown,education,experience,photo_url
http://1500dental.com/our-team,"Andrew Forrest D.M.D., M.S.",,,,,,
http://1500dental.com/our-team,Javier Martinez D.D.S.,,,,,,
http://1500dental.com/our-team,Ines Orta D.D.S.,,,,,,
http://1500dental.com/our-team,"Janise Morales D.M.D., M.S.",,,,,,
http://1500dental.com/our-team,Barbara Veloz D.M.D.,,,,,,
http://1500dental.com/our-team,Rafaella Correa-Pinto D.M.D.,,,,,,
http://18thstreetdental.com/index.php/meet-the-doctor,Dr. Faisal Mir,"Dr. Faisal Mir is a distinguished graduate of Howard University College of Dentistry. He completed his residency training at the College of Physicians & Surgeons of Columbia University in New York City, New York. Dr. Mir is trained as a general dentist focusing on cosmetic, and restorative dentistry. He has extensive training in endodontic therapy (root canal treatment), and periodontal surgery (gum treatment). He is also a Certified Invisalign Preferred Provider (clear braces). Dr. Mir values the importance of high quality patient care and satisfaction. He has extensive knowledge and experience using state of the art technology and techniques to ensure his patient’s dental visit is a pleasant one. Dr. Mir is a member of the Academy of General Dentistry, American Dental Association, DC Dental Society, and Virginia Dental Association. He continues to attend educational seminars to provide his patients with the latest treatment options using evidenced-based and cutting-edge technological advances and methods. For fun, he enjoys hiking, traveling, spending time with his family and getting to know different cultures around the world.",,,Howard University College of Dentistry; College of Physicians & Surgeons of Columbia University,"General dentist focusing on cosmetic and restorative dentistry; extensive training in endodontic therapy (root canal treatment) and periodontal surgery (gum treatment); Certified Invisalign Preferred Provider (clear braces); member of Academy of General Dentistry, American Dental Association, DC Dental Society, and Virginia Dental Association; attends educational seminars",
http://1stdentalcareillinois.com/team,,,,,,,
https://1westparkdental.com/dental-insurance-providers,,,,,,,
https://www.202dentalcare.com/meet-dr-mesfin,Dr. Tefesehet Mesfin,"Dr. Tefesehet Mesfin, the founder of 202 Dental Care, believes in providing a truly relaxing dental services focused on excellence and patient comfort. It’s her aim to make you feel so relaxed it feels like sipping coffee with an old friend. Dr. Mesfin has been practicing dentistry in Washington, D.C. for the last six years serving patients living and working in the Washington Metropolitan region. A two-time Ivy league graduate, Dr. Mesfin graduated from University of Pennsylvania in Biomedical Engineering. She then earned her Doctor of Dental Surgery from the Columbia University in New York City. Philippines Dental mission trip She continued her studies by completing a post-doctoral residency in general dentistry at Bronx-Lebanon Hospital in NYC. While working at the Hospital she focused her time on root canal treatments, oral surgery, bridges, and crowns. Dr. Mesfin is a strong believer in continuing education; she continually fortifies and develops her dentistry skills by completing extensive continuing education programs each year. She wants to stay on top of the latest leading-edge dental developments to offer patients complete, individualized dental care including cosmetic, restorative and surgical services. Dr. Mesfin is proud to be a member of the American Dental Association. When not providing top-quality dental care to her valued patients or working pro bono to make a difference, Dr. Mesfin's multicultural interests extend to travel, photography, spinning, and spending time with family and friends. Dr. Mesfin's vision of a dentistry based on kindness and comfort is underlined by her pro bono work locally and internationally in Ethiopia, Cambodia, Guatemala, and the Philippines. Her goal is to provide the less fortunate around the world with the dental care that they deserve - because everyone smiles in the same language!",,,"University of Pennsylvania (Biomedical Engineering); Doctor of Dental Surgery, Columbia University; Post-doctoral residency in General Dentistry, Bronx-Lebanon Hospital","Practicing dentistry in Washington, D.C. for six years; root canal treatments, oral surgery, bridges, crowns; pro bono dental mission trips in Ethiopia, Cambodia, Guatemala, Philippines",
